workflow_T,cjm_status,vma_status
170,SUCCESS,SUCCESS
171,SUCCESS,SUCCESS
172,SUCCESS,SUCCESS
173,SUCCESS,SUCCESS
174,SUCCESS,SUCCESS
175,SUCCESS,SUCCESS
176,SUCCESS,SUCCESS
177,SUCCESS,SUCCESS
178,SUCCESS,SUCCESS
179,SUCCESS,SUCCESS
180,SUCCESS,SUCCESS
181,SUCCESS,SUCCESS
182,SUCCESS,SUCCESS
183,SUCCESS,SUCCESS
184,SUCCESS,SUCCESS
185,SUCCESS,SUCCESS
186,SUCCESS,SUCCESS
187,SUCCESS,SUCCESS
188,SUCCESS,SUCCESS
189,SUCCESS,SUCCESS
190,SUCCESS,SUCCESS
191,SUCCESS,SUCCESS
192,SUCCESS,SUCCESS
193,SUCCESS,SUCCESS
194,SUCCESS,SUCCESS
195,SUCCESS,SUCCESS
196,SUCCESS,SUCCESS
197,SUCCESS,SUCCESS
198,SUCCESS,SUCCESS
199,SUCCESS,SUCCESS
200,SUCCESS,SUCCESS
201,SUCCESS,SUCCESS
202,SUCCESS,SUCCESS
203,SUCCESS,SUCCESS
204,SUCCESS,SUCCESS
205,SUCCESS,SUCCESS
206,SUCCESS,SUCCESS
207,SUCCESS,SUCCESS
208,SUCCESS,SUCCESS
209,SUCCESS,SUCCESS
210,SUCCESS,SUCCESS
211,SUCCESS,SUCCESS
212,SUCCESS,SUCCESS
213,SUCCESS,SUCCESS
214,SUCCESS,SUCCESS
215,SUCCESS,SUCCESS
216,SUCCESS,SUCCESS
217,SUCCESS,SUCCESS
218,SUCCESS,SUCCESS
219,SUCCESS,SUCCESS
220,SUCCESS,SUCCESS
221,SUCCESS,SUCCESS
222,SUCCESS,SUCCESS
223,SUCCESS,SUCCESS
224,SUCCESS,SUCCESS
225,SUCCESS,SUCCESS
226,SUCCESS,SUCCESS
227,SUCCESS,SUCCESS
228,SUCCESS,SUCCESS
229,SUCCESS,SUCCESS
230,SUCCESS,SUCCESS
231,SUCCESS,SUCCESS
232,SUCCESS,SUCCESS
233,SUCCESS,SUCCESS
234,SUCCESS,SUCCESS
235,SUCCESS,SUCCESS
236,SUCCESS,SUCCESS
237,SUCCESS,SUCCESS
238,SUCCESS,SUCCESS
239,SUCCESS,SUCCESS
240,SUCCESS,SUCCESS
241,SUCCESS,SUCCESS
242,SUCCESS,SUCCESS
243,SUCCESS,SUCCESS
244,SUCCESS,SUCCESS
245,SUCCESS,SUCCESS
246,SUCCESS,SUCCESS
247,SUCCESS,SUCCESS
248,SUCCESS,SUCCESS
249,SUCCESS,SUCCESS
250,SUCCESS,SUCCESS
251,SUCCESS,SUCCESS
252,SUCCESS,SUCCESS
253,SUCCESS,SUCCESS
254,SUCCESS,SUCCESS
255,SUCCESS,SUCCESS
256,SUCCESS,SUCCESS
257,SUCCESS,SUCCESS
258,SUCCESS,SUCCESS
259,SUCCESS,SUCCESS
260,SUCCESS,SUCCESS
261,SUCCESS,SUCCESS
262,SUCCESS,SUCCESS
263,SUCCESS,SUCCESS
264,SUCCESS,SUCCESS
265,SUCCESS,SUCCESS
266,SUCCESS,SUCCESS
267,SUCCESS,SUCCESS
268,SUCCESS,SUCCESS
269,SUCCESS,SUCCESS
270,SUCCESS,SUCCESS
271,SUCCESS,SUCCESS
272,SUCCESS,SUCCESS
273,SUCCESS,SUCCESS
274,SUCCESS,SUCCESS
275,SUCCESS,SUCCESS
276,SUCCESS,SUCCESS
277,SUCCESS,SUCCESS
278,SUCCESS,SUCCESS
279,SUCCESS,SUCCESS
280,SUCCESS,SUCCESS
281,SUCCESS,SUCCESS
282,SUCCESS,SUCCESS
283,SUCCESS,SUCCESS
284,SUCCESS,SUCCESS
285,SUCCESS,SUCCESS
286,SUCCESS,SUCCESS
287,SUCCESS,SUCCESS
288,SUCCESS,SUCCESS
289,SUCCESS,SUCCESS
290,SUCCESS,SUCCESS
291,SUCCESS,SUCCESS
292,SUCCESS,SUCCESS
293,SUCCESS,SUCCESS
294,SUCCESS,SUCCESS
295,SUCCESS,SUCCESS
296,SUCCESS,SUCCESS
297,SUCCESS,SUCCESS
298,SUCCESS,SUCCESS
299,SUCCESS,SUCCESS
300,SUCCESS,SUCCESS
301,SUCCESS,SUCCESS
302,SUCCESS,SUCCESS
303,SUCCESS,SUCCESS
304,SUCCESS,SUCCESS
305,SUCCESS,SUCCESS
306,SUCCESS,SUCCESS
307,SUCCESS,SUCCESS
308,SUCCESS,SUCCESS
309,SUCCESS,SUCCESS
310,SUCCESS,SUCCESS
311,SUCCESS,SUCCESS
312,SUCCESS,SUCCESS
313,SUCCESS,SUCCESS
314,SUCCESS,SUCCESS
315,SUCCESS,SUCCESS
316,SUCCESS,SUCCESS
317,SUCCESS,SUCCESS
318,SUCCESS,SUCCESS
319,SUCCESS,SUCCESS
320,SUCCESS,SUCCESS
321,SUCCESS,SUCCESS
322,SUCCESS,SUCCESS
323,SUCCESS,SUCCESS
324,SUCCESS,SUCCESS
325,SUCCESS,SUCCESS
326,SUCCESS,SUCCESS
327,SUCCESS,SUCCESS
328,SUCCESS,SUCCESS
329,SUCCESS,SUCCESS
330,SUCCESS,SUCCESS
331,SUCCESS,SUCCESS
332,SUCCESS,SUCCESS
333,SUCCESS,SUCCESS
334,SUCCESS,SUCCESS
335,SUCCESS,SUCCESS
336,SUCCESS,SUCCESS
337,SUCCESS,SUCCESS
338,SUCCESS,SUCCESS
339,SUCCESS,SUCCESS
340,SUCCESS,SUCCESS
341,SUCCESS,SUCCESS
342,SUCCESS,SUCCESS
343,SUCCESS,SUCCESS
344,SUCCESS,SUCCESS
345,SUCCESS,SUCCESS
346,SUCCESS,SUCCESS
347,SUCCESS,SUCCESS
348,SUCCESS,SUCCESS
349,SUCCESS,SUCCESS
350,SUCCESS,SUCCESS
351,SUCCESS,SUCCESS
352,SUCCESS,SUCCESS
353,SUCCESS,SUCCESS
354,SUCCESS,SUCCESS
355,SUCCESS,SUCCESS
356,SUCCESS,SUCCESS
357,SUCCESS,SUCCESS
358,SUCCESS,SUCCESS
359,SUCCESS,SUCCESS
360,SUCCESS,SUCCESS
361,SUCCESS,SUCCESS
362,SUCCESS,SUCCESS
363,SUCCESS,SUCCESS
364,SUCCESS,SUCCESS
365,SUCCESS,SUCCESS
366,SUCCESS,SUCCESS
367,SUCCESS,SUCCESS
368,SUCCESS,SUCCESS
369,SUCCESS,SUCCESS
370,SUCCESS,SUCCESS
371,SUCCESS,SUCCESS
372,SUCCESS,SUCCESS
373,SUCCESS,SUCCESS
374,SUCCESS,SUCCESS
375,SUCCESS,SUCCESS
376,SUCCESS,SUCCESS
377,SUCCESS,SUCCESS
378,SUCCESS,SUCCESS
379,SUCCESS,SUCCESS
380,SUCCESS,SUCCESS
381,SUCCESS,SUCCESS
382,SUCCESS,SUCCESS
383,SUCCESS,SUCCESS
384,SUCCESS,SUCCESS
385,SUCCESS,SUCCESS
386,SUCCESS,SUCCESS
387,SUCCESS,SUCCESS
388,SUCCESS,SUCCESS
389,SUCCESS,SUCCESS
390,SUCCESS,SUCCESS
391,SUCCESS,SUCCESS
392,SUCCESS,SUCCESS
393,SUCCESS,SUCCESS
394,SUCCESS,SUCCESS
395,SUCCESS,SUCCESS
396,SUCCESS,SUCCESS
397,SUCCESS,SUCCESS
